Weather,Time of day,Budget,Physicality level,Environment,Group size,Activity
rainy,morning,low,1,outdoors,1,Stargazing
sunny,morning,low,2,outdoors,4+,Beach
rainy,afternoon,medium,1,indoors,4+,Comedy
rainy,morning,medium,2,indoors,4+,Bowling
cloudy,morning,low,1,outdoors,3,Picnic
snowy,afternoon,medium,2,indoors,3,Yoga
cloudy,afternoon,medium,3,outdoors,2,Hiking
snowy,afternoon,low,1,outdoors,4+,Stargazing
sunny,evening,medium,3,outdoors,4+,Hiking
sunny,morning,low,3,outdoors,4+,Surfing
sunny,evening,medium,2,indoors,4+,Cooking class
sunny,afternoon,high,1,outdoors,3,Concert
cloudy,evening,medium,2,indoors,2,Yoga
rainy,morning,medium,1,indoors,3,Museum
cloudy,afternoon,low,1,outdoors,2,Park
cloudy,evening,high,1,outdoors,3,Zoo
snowy,morning,low,1,outdoors,2,Stargazing
sunny,afternoon,high,1,indoors,3,Eating out
sunny,morning,medium,2,outdoors,4+,Swimming
snowy,afternoon,medium,1,indoors,2,Comedy
rainy,evening,medium,1,indoors,1,Museum
snowy,afternoon,low,1,outdoors,2,Stargazing
sunny,afternoon,medium,2,outdoors,3,Swimming
snowy,morning,low,1,outdoors,3,Stargazing
snowy,morning,medium,2,indoors,4+,Escape room
snowy,morning,medium,2,indoors,2,Yoga
rainy,evening,low,2,outdoors,1,Kite flying
sunny,evening,low,1,outdoors,2,Picnic
sunny,morning,medium,3,indoors,1,Gym
sunny,afternoon,low,1,outdoors,4+,Park
sunny,morning,medium,2,outdoors,1,Swimming
rainy,evening,medium,1,indoors,3,Karaoke
snowy,morning,medium,3,indoors,1,Gym
cloudy,afternoon,high,1,indoors,2,Eating out
snowy,morning,high,1,indoors,3,Eating out
snowy,afternoon,medium,2,indoors,4+,Bowling
cloudy,evening,low,3,outdoors,3,Biking
snowy,evening,medium,1,indoors,2,Comedy
sunny,morning,medium,2,indoors,1,Yoga
cloudy,morning,high,1,outdoors,3,Concert
cloudy,morning,medium,2,indoors,2,Cooking class
cloudy,morning,low,1,outdoors,1,Park
rainy,evening,low,1,outdoors,3,Stargazing
rainy,afternoon,medium,3,indoors,1,Gym
sunny,afternoon,high,1,outdoors,4+,Zoo
cloudy,evening,high,1,outdoors,2,Concert
cloudy,morning,low,1,outdoors,2,Picnic
snowy,afternoon,medium,1,indoors,2,Museum
cloudy,morning,low,1,outdoors,2,Stargazing
cloudy,evening,medium,1,indoors,3,Movie
sunny,afternoon,low,1,outdoors,4+,Picnic
rainy,morning,low,1,outdoors,1,Stargazing
sunny,afternoon,medium,1,indoors,2,Movie
cloudy,morning,low,1,outdoors,4+,Picnic
snowy,afternoon,low,1,outdoors,4+,Stargazing
cloudy,afternoon,low,1,outdoors,2,Stargazing
cloudy,afternoon,low,1,outdoors,3,Park
rainy,evening,medium,1,indoors,2,Comedy
cloudy,afternoon,medium,2,indoors,1,Yoga
snowy,evening,medium,1,indoors,4+,Comedy
sunny,evening,medium,2,outdoors,1,Swimming
sunny,evening,medium,2,indoors,4+,Cooking class
sunny,evening,high,1,indoors,4+,Eating out
sunny,evening,low,1,outdoors,4+,Beach
cloudy,morning,medium,3,outdoors,3,Hiking
sunny,evening,low,1,outdoors,2,Park
sunny,morning,low,3,outdoors,4+,Beach
cloudy,evening,medium,1,indoors,1,Museum
sunny,afternoon,medium,3,outdoors,1,Hiking
snowy,afternoon,medium,1,indoors,2,Museum
snowy,afternoon,high,3,outdoors,3,Skiing
snowy,afternoon,high,1,indoors,4+,Eating out
sunny,afternoon,low,1,indoors,4+,Board games
sunny,morning,high,1,outdoors,3,Concert
sunny,morning,low,1,outdoors,4+,Picnic
rainy,afternoon,low,2,outdoors,2,Kite flying
sunny,evening,medium,2,indoors,4+,Cooking class
sunny,afternoon,low,1,outdoors,4+,Picnic
sunny,afternoon,medium,1,indoors,3,Comedy
sunny,morning,low,1,outdoors,3,Picnic
cloudy,morning,low,3,outdoors,4+,Hiking
cloudy,afternoon,medium,3,outdoors,2,Hiking
sunny,afternoon,low,3,outdoors,3,Beach
snowy,morning,medium,2,indoors,3,Yoga
snowy,morning,high,1,indoors,2,Eating out
sunny,evening,medium,2,outdoors,2,Swimming
snowy,evening,medium,3,indoors,1,Gym
cloudy,morning,low,1,outdoors,2,Park
rainy,afternoon,high,1,indoors,3,Eating out
sunny,evening,low,2,outdoors,2,Beach
cloudy,morning,medium,1,indoors,3,Movie
cloudy,morning,low,1,outdoors,4+,Park
sunny,morning,high,1,indoors,3,Eating out
rainy,evening,medium,3,indoors,2,Gym
cloudy,morning,high,1,indoors,3,Eating out
snowy,morning,low,1,outdoors,4+,Stargazing
snowy,morning,high,3,outdoors,3,Skiing
snowy,morning,medium,2,indoors,3,Cooking class
sunny,morning,medium,3,outdoors,3,Swimming
sunny,afternoon,medium,1,indoors,3,Museum
sunny,evening,low,3,outdoors,1,Biking
sunny,afternoon,medium,2,indoors,4+,Yoga
sunny,afternoon,medium,3,outdoors,1,Hiking
sunny,evening,low,3,outdoors,2,Hiking
cloudy,morning,low,1,outdoors,3,Stargazing
sunny,afternoon,medium,2,indoors,3,Yoga
cloudy,evening,medium,2,indoors,4+,Cooking class
cloudy,evening,high,1,indoors,3,Eating out
sunny,evening,low,1,outdoors,3,Picnic
sunny,evening,low,2,outdoors,4+,Beach
sunny,afternoon,medium,3,outdoors,4+,Swimming
sunny,evening,medium,3,outdoors,1,Hiking
cloudy,morning,low,1,outdoors,2,Stargazing
sunny,afternoon,low,3,outdoors,1,Hiking
cloudy,morning,medium,1,indoors,4+,Museum
sunny,afternoon,high,1,indoors,2,Eating out
cloudy,evening,high,1,indoors,4+,Eating out
cloudy,evening,medium,1,indoors,4+,Comedy
cloudy,evening,medium,1,indoors,2,Movie
cloudy,evening,low,3,outdoors,4+,Hiking
rainy,morning,medium,2,indoors,3,Cooking class
rainy,morning,low,2,outdoors,1,Kite flying
sunny,morning,low,3,outdoors,4+,Surfing
cloudy,morning,medium,2,indoors,1,Yoga
cloudy,afternoon,medium,1,indoors,3,Comedy
cloudy,morning,low,1,outdoors,2,Stargazing
snowy,afternoon,high,1,indoors,2,Eating out
sunny,evening,medium,2,indoors,1,Yoga
sunny,evening,medium,1,indoors,4+,Karaoke
cloudy,morning,low,1,outdoors,4+,Picnic
sunny,evening,low,3,outdoors,3,Hiking
snowy,afternoon,medium,1,indoors,2,Karaoke
snowy,morning,medium,2,indoors,4+,Bowling
sunny,afternoon,low,3,outdoors,2,Beach
cloudy,afternoon,medium,3,outdoors,3,Hiking
snowy,evening,high,1,indoors,2,Eating out
sunny,evening,medium,1,indoors,3,Karaoke
rainy,evening,medium,2,indoors,4+,Yoga
snowy,morning,medium,3,indoors,1,Gym
sunny,evening,low,3,outdoors,1,Hiking
rainy,morning,medium,2,indoors,3,Cooking class
sunny,morning,medium,1,indoors,3,Movie
sunny,afternoon,medium,2,indoors,2,Cooking class
sunny,evening,high,1,indoors,4+,Eating out
sunny,morning,high,1,indoors,3,Eating out
rainy,evening,medium,2,indoors,4+,Escape room
sunny,morning,low,1,outdoors,4+,Beach
rainy,morning,medium,1,indoors,3,Movie
rainy,afternoon,low,1,outdoors,3,Stargazing
sunny,evening,medium,2,indoors,3,Cooking class
snowy,afternoon,low,1,indoors,4+,Board games
rainy,afternoon,medium,1,indoors,3,Movie
sunny,afternoon,medium,1,indoors,4+,Comedy
sunny,morning,medium,1,indoors,3,Movie
sunny,evening,medium,3,outdoors,3,Swimming
sunny,morning,low,1,outdoors,4+,Park
snowy,afternoon,medium,2,indoors,4+,Bowling
sunny,evening,low,3,outdoors,4+,Hiking
cloudy,afternoon,low,1,outdoors,4+,Park
rainy,evening,medium,2,indoors,4+,Escape room
cloudy,afternoon,low,1,outdoors,1,Park
sunny,afternoon,low,1,outdoors,1,Stargazing
sunny,evening,low,2,outdoors,2,Kite flying
cloudy,afternoon,low,1,outdoors,4+,Picnic
snowy,afternoon,high,1,indoors,2,Eating out
cloudy,morning,low,1,outdoors,2,Park
rainy,evening,medium,1,indoors,3,Museum
rainy,morning,medium,2,indoors,2,Yoga
rainy,afternoon,medium,2,indoors,4+,Bowling
sunny,afternoon,low,3,outdoors,1,Biking
cloudy,evening,low,3,outdoors,4+,Hiking
sunny,afternoon,high,1,outdoors,3,Zoo
rainy,morning,medium,2,indoors,4+,Bowling
snowy,evening,medium,2,indoors,2,Cooking class
cloudy,evening,medium,2,indoors,4+,Bowling
snowy,afternoon,medium,1,indoors,1,Museum
snowy,morning,medium,3,indoors,1,Gym
snowy,evening,high,1,indoors,2,Eating out
sunny,morning,medium,1,indoors,2,Movie
snowy,afternoon,medium,1,indoors,2,Karaoke
cloudy,afternoon,low,3,outdoors,4+,Biking
sunny,morning,high,1,outdoors,3,Concert
sunny,morning,medium,3,outdoors,3,Hiking
cloudy,morning,high,1,indoors,4+,Eating out
sunny,afternoon,medium,2,outdoors,3,Swimming
rainy,evening,medium,3,indoors,2,Gym
sunny,evening,low,1,indoors,4+,Board games
snowy,afternoon,medium,1,indoors,2,Karaoke
cloudy,afternoon,medium,1,indoors,2,Movie
cloudy,morning,medium,3,outdoors,2,Hiking
sunny,evening,medium,1,indoors,3,Movie
cloudy,afternoon,medium,2,indoors,1,Yoga
rainy,evening,high,1,indoors,2,Eating out
cloudy,morning,medium,2,indoors,2,Cooking class
sunny,morning,low,1,outdoors,2,Picnic
sunny,morning,low,2,outdoors,4+,Beach
rainy,afternoon,low,1,outdoors,4+,Stargazing
cloudy,evening,medium,1,indoors,3,Karaoke
cloudy,afternoon,medium,1,indoors,3,Movie
sunny,evening,low,3,outdoors,2,Biking
cloudy,evening,medium,2,indoors,4+,Bowling
sunny,morning,low,1,outdoors,2,Picnic
rainy,morning,medium,2,indoors,3,Yoga
sunny,afternoon,low,1,outdoors,4+,Beach
sunny,evening,medium,2,outdoors,2,Swimming
cloudy,morning,medium,1,indoors,3,Movie
rainy,evening,medium,2,indoors,4+,Yoga
cloudy,morning,low,1,outdoors,2,Stargazing
rainy,morning,medium,1,indoors,3,Comedy
sunny,evening,medium,3,outdoors,3,Swimming
snowy,afternoon,medium,2,indoors,3,Yoga
sunny,evening,low,2,outdoors,3,Beach
rainy,afternoon,medium,2,indoors,4+,Cooking class
cloudy,afternoon,low,1,outdoors,3,Picnic
sunny,morning,low,1,outdoors,2,Picnic
snowy,evening,high,1,indoors,4+,Eating out
snowy,morning,medium,2,indoors,1,Yoga
sunny,morning,medium,2,indoors,4+,Yoga
sunny,evening,low,3,outdoors,4+,Biking
cloudy,evening,high,1,outdoors,2,Zoo
sunny,afternoon,medium,3,outdoors,3,Swimming
rainy,morning,medium,2,indoors,4+,Bowling
cloudy,evening,medium,3,outdoors,2,Hiking
sunny,afternoon,medium,2,indoors,4+,Yoga
sunny,morning,medium,2,indoors,4+,Cooking class
sunny,afternoon,low,2,outdoors,2,Kite flying
sunny,morning,medium,3,outdoors,3,Swimming
sunny,afternoon,low,2,outdoors,2,Beach
cloudy,evening,medium,2,indoors,2,Cooking class
sunny,afternoon,high,1,outdoors,2,Zoo
sunny,afternoon,low,1,outdoors,4+,Beach
cloudy,morning,medium,2,indoors,3,Cooking class
sunny,afternoon,medium,3,outdoors,4+,Hiking
snowy,morning,medium,1,indoors,2,Comedy
sunny,evening,low,1,outdoors,2,Park
rainy,afternoon,medium,2,indoors,4+,Yoga
snowy,evening,medium,1,indoors,1,Museum
rainy,evening,medium,1,indoors,2,Museum
rainy,morning,medium,1,indoors,3,Movie
cloudy,evening,low,1,outdoors,3,Park
sunny,morning,medium,3,indoors,2,Gym
sunny,morning,medium,1,indoors,3,Karaoke
cloudy,afternoon,medium,3,outdoors,2,Hiking
rainy,evening,high,1,indoors,2,Eating out
sunny,afternoon,low,1,outdoors,4+,Picnic
cloudy,afternoon,medium,2,indoors,2,Cooking class
cloudy,evening,medium,3,outdoors,2,Hiking
snowy,morning,low,1,outdoors,4+,Stargazing
cloudy,evening,low,1,indoors,4+,Board games
cloudy,evening,low,1,outdoors,3,Picnic
snowy,morning,medium,2,indoors,2,Yoga
cloudy,afternoon,low,3,outdoors,4+,Biking
rainy,evening,medium,2,indoors,3,Yoga
rainy,evening,medium,1,indoors,2,Movie
cloudy,afternoon,low,1,outdoors,3,Park
sunny,afternoon,low,2,outdoors,1,Kite flying
cloudy,evening,medium,1,indoors,3,Comedy
cloudy,afternoon,medium,1,indoors,2,Karaoke
rainy,afternoon,low,2,outdoors,1,Kite flying
sunny,morning,low,3,outdoors,4+,Surfing
cloudy,afternoon,medium,1,indoors,4+,Museum
rainy,evening,medium,1,indoors,3,Karaoke
snowy,morning,medium,2,indoors,1,Yoga
rainy,morning,low,1,outdoors,1,Stargazing
sunny,evening,low,3,outdoors,4+,Biking
snowy,evening,high,1,indoors,4+,Eating out
cloudy,afternoon,medium,1,indoors,2,Museum
sunny,afternoon,medium,1,indoors,2,Comedy
sunny,afternoon,medium,2,indoors,2,Yoga
sunny,evening,medium,2,indoors,4+,Escape room
cloudy,evening,high,1,indoors,4+,Eating out
snowy,morning,medium,1,indoors,4+,Karaoke
cloudy,evening,low,3,outdoors,1,Hiking
snowy,afternoon,medium,1,indoors,3,Movie
rainy,morning,medium,1,indoors,4+,Karaoke
sunny,afternoon,medium,3,indoors,1,Gym
sunny,afternoon,high,1,outdoors,4+,Zoo
rainy,morning,medium,2,indoors,4+,Cooking class
snowy,evening,low,1,outdoors,3,Stargazing
sunny,morning,medium,3,outdoors,3,Swimming
sunny,evening,medium,1,indoors,1,Museum
cloudy,evening,high,1,indoors,3,Eating out
sunny,morning,medium,2,indoors,2,Cooking class
sunny,evening,low,3,outdoors,1,Surfing
cloudy,afternoon,medium,2,indoors,4+,Cooking class
rainy,evening,medium,1,indoors,3,Movie
sunny,afternoon,low,3,outdoors,2,Hiking
sunny,morning,low,2,outdoors,1,Kite flying
snowy,afternoon,medium,1,indoors,4+,Museum
snowy,afternoon,medium,2,indoors,4+,Cooking class
cloudy,evening,medium,2,indoors,4+,Bowling
snowy,evening,medium,1,indoors,2,Karaoke
sunny,afternoon,low,2,outdoors,1,Kite flying
snowy,afternoon,medium,1,indoors,2,Museum
cloudy,evening,low,3,outdoors,1,Biking
sunny,morning,low,3,outdoors,1,Biking
sunny,morning,medium,1,indoors,3,Movie
cloudy,morning,high,1,outdoors,3,Zoo
rainy,evening,medium,2,indoors,4+,Yoga
cloudy,evening,low,3,outdoors,3,Biking
cloudy,morning,medium,3,indoors,1,Gym
cloudy,morning,medium,3,indoors,1,Gym
sunny,afternoon,medium,1,indoors,4+,Comedy
cloudy,morning,low,1,outdoors,2,Park
rainy,evening,medium,1,indoors,4+,Museum
cloudy,evening,high,1,indoors,2,Eating out
snowy,morning,medium,2,indoors,4+,Bowling
cloudy,morning,high,1,indoors,4+,Eating out
cloudy,morning,medium,3,outdoors,2,Hiking
sunny,evening,medium,3,outdoors,1,Hiking
rainy,morning,medium,1,indoors,3,Museum
snowy,evening,medium,1,indoors,2,Movie
sunny,morning,low,1,outdoors,3,Park
sunny,evening,medium,1,indoors,3,Comedy
snowy,evening,medium,1,indoors,3,Karaoke
sunny,evening,low,3,outdoors,4+,Beach
rainy,afternoon,high,1,indoors,3,Eating out
sunny,afternoon,low,1,outdoors,4+,Picnic
sunny,evening,low,1,outdoors,3,Beach
cloudy,afternoon,medium,2,indoors,2,Cooking class
sunny,morning,low,3,outdoors,3,Hiking
snowy,morning,low,1,indoors,4+,Board games
sunny,afternoon,low,1,outdoors,3,Park
cloudy,evening,medium,1,indoors,1,Museum
sunny,afternoon,low,1,outdoors,3,Picnic
cloudy,afternoon,medium,2,indoors,4+,Escape room
sunny,afternoon,high,1,indoors,2,Eating out
snowy,morning,medium,2,indoors,1,Yoga
sunny,evening,medium,2,outdoors,2,Swimming
cloudy,morning,medium,3,outdoors,4+,Hiking
sunny,afternoon,low,1,outdoors,2,Park
sunny,afternoon,medium,1,indoors,2,Comedy
sunny,afternoon,medium,2,indoors,2,Yoga
cloudy,morning,medium,1,indoors,3,Comedy
sunny,morning,low,1,outdoors,1,Park
cloudy,evening,low,3,outdoors,1,Hiking
sunny,evening,high,1,outdoors,3,Concert
cloudy,morning,medium,3,outdoors,2,Hiking
snowy,morning,medium,3,indoors,2,Gym
rainy,evening,medium,1,indoors,2,Movie
sunny,afternoon,medium,1,indoors,2,Museum
sunny,evening,high,1,indoors,2,Eating out
sunny,evening,low,3,outdoors,4+,Beach
sunny,afternoon,low,2,outdoors,3,Beach
sunny,evening,low,1,outdoors,4+,Beach
cloudy,afternoon,low,1,outdoors,2,Park
snowy,evening,low,1,outdoors,1,Stargazing
rainy,afternoon,medium,2,indoors,2,Yoga
cloudy,evening,high,1,indoors,4+,Eating out
snowy,evening,medium,2,indoors,3,Cooking class
cloudy,evening,medium,2,indoors,2,Cooking class
rainy,evening,medium,1,indoors,2,Karaoke
cloudy,evening,low,1,outdoors,3,Stargazing
snowy,morning,medium,2,indoors,4+,Bowling
rainy,afternoon,medium,1,indoors,2,Comedy
sunny,afternoon,medium,1,indoors,4+,Museum
sunny,afternoon,low,1,outdoors,2,Park
rainy,morning,medium,3,indoors,1,Gym
sunny,morning,medium,2,outdoors,2,Swimming
sunny,afternoon,low,3,outdoors,3,Beach
cloudy,afternoon,medium,3,indoors,2,Gym
rainy,evening,medium,2,indoors,2,Cooking class
cloudy,afternoon,medium,1,indoors,1,Museum
rainy,evening,medium,1,indoors,2,Comedy
cloudy,morning,medium,1,indoors,1,Museum
sunny,morning,medium,1,indoors,3,Karaoke
sunny,morning,low,1,outdoors,4+,Park
rainy,morning,medium,1,indoors,3,Karaoke
cloudy,afternoon,medium,3,indoors,1,Gym
cloudy,morning,high,1,indoors,4+,Eating out
rainy,evening,medium,2,indoors,4+,Escape room
rainy,afternoon,medium,2,indoors,3,Cooking class
snowy,morning,medium,2,indoors,4+,Bowling
snowy,morning,low,1,outdoors,2,Stargazing
cloudy,morning,low,1,outdoors,1,Park
sunny,morning,low,3,outdoors,2,Surfing
sunny,morning,low,1,outdoors,2,Picnic
sunny,evening,medium,3,outdoors,2,Swimming
rainy,evening,medium,3,indoors,1,Gym
snowy,evening,medium,1,indoors,2,Karaoke
cloudy,morning,medium,2,indoors,2,Cooking class
sunny,morning,medium,2,indoors,4+,Escape room
sunny,morning,high,1,outdoors,2,Concert
cloudy,evening,medium,1,indoors,3,Movie
cloudy,afternoon,medium,3,outdoors,3,Hiking
sunny,afternoon,high,1,outdoors,4+,Zoo
snowy,morning,medium,2,indoors,4+,Bowling
rainy,morning,high,1,indoors,3,Eating out
cloudy,evening,medium,1,indoors,1,Museum
cloudy,afternoon,medium,2,indoors,4+,Escape room
cloudy,evening,low,3,outdoors,2,Hiking
sunny,morning,low,2,outdoors,4+,Beach
sunny,afternoon,medium,2,outdoors,2,Swimming
cloudy,morning,medium,3,outdoors,4+,Hiking
sunny,afternoon,medium,2,outdoors,3,Swimming
sunny,evening,medium,2,indoors,3,Yoga
sunny,morning,low,3,outdoors,1,Hiking
cloudy,afternoon,low,1,outdoors,3,Picnic
sunny,evening,low,1,outdoors,4+,Stargazing
cloudy,morning,medium,3,indoors,2,Gym
sunny,afternoon,medium,3,outdoors,1,Hiking
snowy,evening,medium,1,indoors,4+,Museum
rainy,morning,low,2,outdoors,1,Kite flying
rainy,afternoon,high,1,indoors,2,Eating out
cloudy,morning,medium,3,outdoors,1,Hiking
sunny,morning,low,1,outdoors,4+,Park
sunny,morning,low,2,outdoors,2,Beach
sunny,afternoon,high,1,outdoors,4+,Zoo
snowy,morning,medium,3,indoors,2,Gym
sunny,morning,low,3,outdoors,2,Biking
snowy,evening,high,3,outdoors,4+,Skiing
sunny,afternoon,medium,1,indoors,1,Museum
sunny,afternoon,medium,3,outdoors,1,Hiking
cloudy,afternoon,medium,1,indoors,3,Karaoke
sunny,morning,medium,2,indoors,2,Cooking class
sunny,afternoon,low,1,outdoors,1,Park
rainy,evening,low,1,indoors,4+,Board games
sunny,morning,medium,3,outdoors,4+,Swimming
rainy,evening,medium,1,indoors,2,Museum
sunny,evening,high,1,indoors,2,Eating out
sunny,morning,medium,3,outdoors,2,Swimming
cloudy,afternoon,medium,3,outdoors,2,Hiking
cloudy,afternoon,high,1,outdoors,3,Zoo
sunny,morning,low,3,outdoors,3,Biking
cloudy,evening,medium,1,indoors,2,Karaoke
snowy,morning,high,1,indoors,4+,Eating out
cloudy,afternoon,low,1,outdoors,1,Park
sunny,evening,low,2,outdoors,1,Kite flying
sunny,evening,high,1,outdoors,4+,Zoo
snowy,evening,low,1,outdoors,4+,Stargazing
snowy,evening,medium,3,indoors,2,Gym
snowy,morning,medium,2,indoors,4+,Cooking class
cloudy,afternoon,medium,1,indoors,3,Movie
rainy,evening,medium,2,indoors,4+,Yoga
sunny,afternoon,medium,2,indoors,3,Cooking class
sunny,afternoon,low,1,outdoors,4+,Stargazing
cloudy,morning,medium,2,indoors,4+,Yoga
cloudy,evening,medium,2,indoors,2,Yoga
snowy,afternoon,medium,1,indoors,2,Museum
sunny,afternoon,medium,3,outdoors,2,Hiking
cloudy,morning,medium,1,indoors,3,Movie
rainy,evening,medium,2,indoors,4+,Bowling
sunny,afternoon,medium,3,outdoors,3,Swimming
sunny,evening,medium,1,indoors,3,Museum
sunny,evening,medium,2,outdoors,4+,Swimming
cloudy,morning,medium,1,indoors,2,Movie
rainy,afternoon,medium,2,indoors,3,Cooking class
sunny,morning,high,1,outdoors,2,Concert
sunny,afternoon,medium,2,indoors,4+,Bowling
snowy,evening,medium,1,indoors,3,Comedy
cloudy,morning,medium,1,indoors,2,Museum
rainy,morning,medium,1,indoors,4+,Karaoke
cloudy,evening,low,1,outdoors,1,Stargazing
snowy,morning,medium,2,indoors,2,Yoga
cloudy,morning,low,1,outdoors,2,Picnic
rainy,evening,medium,2,indoors,4+,Yoga
rainy,morning,medium,1,indoors,3,Movie
sunny,morning,low,2,outdoors,3,Beach
sunny,morning,medium,3,outdoors,4+,Hiking
sunny,evening,medium,1,indoors,3,Comedy
cloudy,morning,low,3,outdoors,1,Hiking
sunny,morning,medium,3,outdoors,3,Hiking
sunny,evening,low,1,outdoors,1,Stargazing
sunny,morning,medium,1,indoors,2,Comedy
cloudy,afternoon,low,3,outdoors,3,Biking
snowy,morning,medium,2,indoors,3,Cooking class
sunny,morning,low,1,outdoors,3,Park
rainy,morning,medium,1,indoors,2,Karaoke
sunny,evening,low,2,outdoors,4+,Beach
sunny,morning,medium,3,outdoors,2,Hiking
snowy,evening,medium,1,indoors,3,Movie
rainy,evening,medium,1,indoors,3,Comedy
sunny,evening,low,1,outdoors,4+,Beach
rainy,afternoon,medium,2,indoors,3,Yoga
cloudy,afternoon,low,3,outdoors,4+,Hiking
snowy,evening,medium,1,indoors,4+,Karaoke
cloudy,afternoon,low,3,outdoors,1,Hiking
sunny,afternoon,low,2,outdoors,1,Kite flying
sunny,morning,low,3,outdoors,2,Hiking
cloudy,afternoon,low,1,outdoors,4+,Park
sunny,afternoon,low,3,outdoors,1,Biking
snowy,afternoon,medium,1,indoors,2,Movie
snowy,evening,medium,1,indoors,4+,Karaoke
